"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SWE","Sweden","2015","2015",928.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SWE","Sweden","2016","2016",917.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SWE","Sweden","2017","2017",915.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","SWE","Sweden","2018","2018",906.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2000","2000",958.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2001","2001",929.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2002","2002",942,"B","Break"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2003","2003",950.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2004","2004",909.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2005","2005",913.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2006","2006",898.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2007","2007",899.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2008","2008",902.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2009","2009",927.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2010","2010",923.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2011","2011",911.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2012","2012",942.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2013","2013",937.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2014","2014",915.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2015","2015",961.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2016","2016",923.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2017","2017",946.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2018","2018",949.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","AUT","Austria","2019","2019",939,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2000","2000",599.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2001","2001",577.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2002","2002",583,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2003","2003",573.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2004","2004",554.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2005","2005",561.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2006","2006",546.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2007","2007",556.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2008","2008",536.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2009","2009",515.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2010","2010",517.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2011","2011",523.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2012","2012",529.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2013","2013",514.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2014","2014",513.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2015","2015",528.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2016","2016",514.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2017","2017",511.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","ISR","Israel","2018","2018",501.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2000","2000",692.6,"B","Break"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2001","2001",724.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2002","2002",718.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2003","2003",696.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2004","2004",700.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2005","2005",656.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2006","2006",678.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2007","2007",677.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2008","2008",688.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2009","2009",678.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2010","2010",658.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2011","2011",690.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2012","2012",686.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2013","2013",667.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2014","2014",690,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2015","2015",689.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","NZL","New Zealand","2016","2016",666,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2000","2000",870.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2001","2001",847.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2002","2002",847.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2003","2003",859.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2004","2004",814.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2005","2005",821.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2006","2006",805.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2007","2007",809,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2008","2008",800.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2009","2009",806.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2010","2010",800.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2011","2011",784.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2012","2012",802.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2013","2013",803,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2014","2014",779.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2015","2015",816.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2016","2016",775.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CHE","Switzerland","2017","2017",792.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2000","2000",1360.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2001","2001",1411.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2002","2002",1406.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2003","2003",1417.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2004","2004",1415.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2005","2005",1464,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2006","2006",1492.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2007","2007",1502.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2008","2008",1425.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2009","2009",1397.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2010","2010",1434,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2011","2011",1386.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2012","2012",1428.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2013","2013",1425.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2014","2014",1414.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2015","2015",1425.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2016","2016",1439.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2017","2017",1465.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LVA","Latvia","2018","2018",1480.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2000","2000",1328,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2001","2001",1297.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2002","2002",1307.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2003","2003",1340.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2004","2004",1310.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2005","2005",1345.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2006","2006",1306.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2007","2007",1322,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2008","2008",1295.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2009","2009",1301.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2010","2010",1304.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2011","2011",1291.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2012","2012",1304.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2013","2013",1281.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2014","2014",1280.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2015","2015",1338,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2016","2016",1294.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2017","2017",1345.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2018","2018",1340.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","HUN","Hungary","2019","2019",1326.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2000","2000",961.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2001","2001",949.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2002","2002",940.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2003","2003",956,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2004","2004",952.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2005","2005",965,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2006","2006",969.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2007","2007",989.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2008","2008",995.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2009","2009",1009,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2010","2010",994.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2011","2011",986.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2012","2012",1010.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2013","2013",1018.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2014","2014",990.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2015","2015",1039.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2016","2016",1021.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2017","2017",1060.8,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","POL","Poland","2018","2018",1090.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2000","2000",710.6,"B","Break"
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2001","2001",707.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2002","2002",713,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2003","2003",714.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2004","2004",709.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2005","2005",713.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2006","2006",700.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2007","2007",715.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2008","2008",717.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2009","2009",709,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2010","2010",706,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2011","2011",704.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2012","2012",710.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2013","2013",719.3,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2014","2014",730.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2015","2015",740.4,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2016","2016",740,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","CAN","Canada","2017","2017",757.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2000","2000",1112.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2001","2001",1164,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2002","2002",1192.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2003","2003",1200.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2004","2004",1224.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2005","2005",1318.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2006","2006",1370.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2007","2007",1411.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2008","2008",1370.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2009","2009",1328.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2010","2010",1359.9,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2011","2011",1355.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2012","2012",1370.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2013","2013",1403.5,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2014","2014",1372.7,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2015","2015",1438.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2016","2016",1433.1,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2017","2017",1419.2,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2018","2018",1412.6,,
"CICDALLC","All causes of death","TXCRUDTX","Deaths per 100 000 population (crude rates)","LTU","Lithuania","2019","2019",1370,,
